age,geo_area,vehicle_type,est_value,miles_driven,college_grad_ind,speeding_ticket_ind,hard_braking_ind,late_driving_ind,clean_driving_ind,expenses
16,urban,suv,44363,7978,0,0,0,0,1,0
35,suburban,truck,32426,16109,1,0,0,0,1,0
20,urban,suv,28477,13622,0,0,1,0,0,18404.17
46,suburban,car,31170,15573,0,0,0,0,1,0
43,suburban,suv,24264,16232,0,0,0,0,1,0
26,suburban,car,25644,14423,1,0,1,0,1,0
76,suburban,suv,36190,17614,0,0,1,0,0,0
78,rural,truck,31664,17821,0,0,0,0,1,0
74,suburban,car,43221,12220,1,0,0,0,1,0
46,rural,suv,41887,15174,0,0,0,0,0,0
55,rural,truck,39988,19207,0,0,0,0,1,0
64,urban,car,26313,11021,1,0,0,0,1,0
33,urban,suv,41711,12029,0,0,0,0,1,0
44,suburban,suv,33617,12401,0,0,0,0,1,0
55,urban,car,48117,9550,0,0,0,0,0,0
25,suburban,car,67560,11152,0,1,0,0,0,0
34,urban,suv,78718,11154,0,0,0,0,0,0
52,suburban,suv,26540,9955,0,0,0,0,0,0
56,suburban,truck,31196,8933,0,0,0,0,1,0
39,urban,car,39454,8482,0,1,1,0,1,0
50,urban,truck,51432,10551,1,0,0,0,0,0
35,suburban,suv,43443,15244,0,0,1,0,1,0
37,urban,suv,33069,12088,1,0,1,0,1,0
27,suburban,truck,39871,11818,0,0,0,0,1,0
48,suburban,car,35987,9330,0,1,0,0,1,0
16,suburban,car,24546,8701,0,0,1,0,1,0
37,suburban,car,27210,14860,0,1,1,0,1,0
41,urban,suv,29311,6503,1,0,1,0,1,0
48,suburban,suv,36364,13189,0,0,1,0,1,0
17,urban,suv,75498,12279,0,0,1,0,0,0
27,rural,car,37205,22115,0,0,0,1,1,15095.1
60,suburban,suv,41050,10088,0,0,0,0,1,0
72,suburban,car,34347,11648,0,0,0,0,1,12058.86
41,rural,suv,37589,16320,1,0,0,0,1,0
22,rural,suv,28952,17898,0,0,1,0,0,0
22,urban,suv,93998,9409,0,0,0,0,1,0
24,suburban,suv,23398,17181,0,0,1,0,1,0
17,suburban,suv,48490,17147,0,0,0,0,1,0
41,suburban,suv,31363,13029,0,0,0,0,1,0
36,rural,car,26446,22892,0,0,0,0,1,0
26,suburban,suv,31560,9434,0,0,1,0,1,0
23,rural,truck,27355,17053,0,0,1,0,0,0
24,urban,car,24852,12040,0,0,1,1,1,0
52,rural,suv,52996,20504,0,0,0,0,0,0
61,urban,suv,26848,12365,0,0,1,0,0,0
18,urban,suv,62288,3935,0,0,0,0,1,0
17,suburban,suv,33722,11879,0,0,0,0,1,0
66,suburban,car,12951,11416,0,0,0,0,0,0
45,suburban,truck,41342,15071,1,0,0,0,0,0
36,suburban,minivan,38862,13087,0,1,0,0,1,0
55,suburban,suv,36277,8333,0,0,0,0,0,0
52,urban,car,28684,8910,0,0,0,0,1,0
48,suburban,car,27934,8232,0,0,1,0,1,0
52,urban,car,46612,8155,1,0,1,0,1,0
41,suburban,suv,77738,15666,0,0,0,0,1,0
32,suburban,suv,40277,14090,1,0,0,0,1,0
22,urban,suv,125000,9568,1,0,0,0,1,0
38,suburban,car,23940,13571,0,0,0,0,1,0
20,suburban,suv,29835,19885,0,0,0,0,1,0
19,suburban,suv,80292,17204,0,0,0,0,1,0
52,suburban,truck,38857,12671,0,0,0,0,1,0
38,suburban,truck,29429,15954,1,0,0,0,1,0
48,suburban,car,41713,15401,1,0,0,0,1,0
57,suburban,suv,31195,14939,0,0,1,0,0,0
66,rural,car,20494,20270,0,0,0,0,0,0
35,urban,minivan,33902,10517,0,1,0,0,1,0
22,urban,truck,29111,11353,0,1,0,0,1,0
16,suburban,truck,74525,13003,0,0,1,0,1,0
17,urban,suv,30781,10943,0,0,0,0,0,8604.44
41,suburban,suv,29243,13137,0,0,0,0,1,0
50,urban,suv,29618,13031,0,0,0,0,1,0
43,urban,minivan,25740,11401,1,0,0,0,0,0
33,urban,car,23448,11689,0,1,0,0,1,0
65,suburban,truck,55152,10209,0,1,0,0,0,0
52,rural,car,27722,27216,0,0,1,0,1,0
35,urban,suv,24229,13671,1,0,0,0,1,0
39,rural,truck,27968,14474,0,0,0,0,1,0
21,urban,suv,32143,12267,0,0,1,0,0,0
39,urban,suv,31233,17894,0,0,0,0,1,0
34,suburban,suv,45947,15869,0,0,0,0,1,0
20,suburban,truck,31159,12512,0,0,1,0,1,0
41,rural,suv,27253,9225,0,1,0,0,1,0
38,rural,truck,29198,10671,0,0,0,0,1,0
53,urban,suv,41682,13224,0,1,0,0,1,0
19,urban,suv,5583,13789,0,0,1,0,0,0
56,suburban,car,23142,8292,1,0,0,0,1,0
24,suburban,suv,59732,6765,0,0,0,0,1,0
36,urban,suv,46865,12343,1,0,0,0,0,0
18,urban,suv,41816,11194,0,1,1,0,0,0
37,urban,minivan,29838,13569,1,0,0,0,0,0
48,suburban,suv,29545,10218,0,0,0,0,1,0
49,suburban,car,46365,29113,0,0,1,0,1,0
79,suburban,suv,25122,17460,0,0,0,0,1,0
47,rural,suv,30450,12857,1,0,0,0,0,0
45,urban,car,31278,11968,0,0,1,0,1,0
29,suburban,suv,22063,16160,0,0,0,1,1,0
63,suburban,suv,41380,10829,0,0,1,0,1,0
72,suburban,car,42142,21227,1,0,0,0,0,0
42,rural,suv,47690,13995,1,0,0,0,1,0
45,suburban,suv,30738,14006,0,0,0,0,1,0
53,suburban,truck,18531,11245,0,0,0,0,1,0
75,urban,suv,41950,10506,0,1,0,0,1,0
73,rural,suv,32978,13646,1,0,0,0,1,0
29,urban,car,27115,10061,0,1,1,0,1,0
59,suburban,car,79412,15765,0,0,0,0,1,0
20,urban,suv,39293,15026,0,0,0,0,0,0
18,suburban,suv,41486,8674,0,1,1,0,1,18403.03
49,suburban,car,16258,14364,1,0,0,0,1,0
21,urban,car,43913,15226,0,0,1,0,1,12620.81
28,suburban,suv,26328,12092,0,0,0,0,1,0
69,suburban,truck,39343,15465,0,0,0,0,1,0
23,urban,suv,63464,13627,0,0,0,0,1,0
34,urban,minivan,45393,12457,1,0,1,0,0,0
34,suburban,minivan,20714,8517,0,0,1,0,1,0
39,rural,suv,48753,17694,1,0,0,0,0,0
51,urban,suv,37303,11304,1,0,1,0,1,0
38,suburban,suv,42115,16965,0,0,0,0,0,0
69,suburban,car,43947,16164,0,0,0,0,1,0
59,rural,truck,50330,13688,0,0,0,0,1,0
39,suburban,suv,68895,7580,1,0,0,0,1,0
38,suburban,suv,36811,20984,0,0,0,0,0,0
39,urban,suv,125000,13998,1,0,0,0,1,0
40,urban,truck,96192,12118,0,0,1,0,1,0
63,suburban,car,32840,19097,0,0,0,0,0,23122.67
73,urban,car,24306,14069,1,0,0,0,1,0
56,rural,truck,55675,18703,0,0,0,0,0,0
55,urban,car,69142,14396,0,0,1,0,0,0
45,suburban,suv,57892,13261,0,0,0,0,1,0
64,urban,car,33667,9568,1,0,0,0,1,0
46,suburban,truck,30936,6083,0,0,0,1,1,0
70,suburban,car,28102,15856,0,0,0,0,1,0
40,urban,car,25142,11626,1,0,1,0,1,0
22,urban,suv,53955,14853,0,0,0,0,1,0
52,rural,suv,36759,15515,1,0,0,0,1,0
62,urban,car,49731,16080,0,0,0,0,0,0
20,urban,suv,61082,13162,0,1,1,0,1,0
17,rural,suv,43207,15818,0,0,0,0,0,9697.07
67,urban,suv,45079,9957,1,0,0,0,1,0
32,urban,suv,29039,16290,0,0,1,0,0,21027.41
53,rural,suv,28516,17364,0,1,0,0,1,0
36,suburban,suv,37262,19560,0,0,1,0,1,0
57,rural,car,67225,15545,0,0,0,0,1,0
68,suburban,car,30003,21314,0,0,0,0,1,0
66,rural,truck,62719,13365,0,0,0,0,1,0
21,urban,suv,30726,16804,0,1,1,1,0,0
30,urban,car,35697,8419,1,0,0,0,1,0
54,rural,car,125000,13471,1,0,0,0,0,25547.56
68,rural,truck,66100,13502,0,1,0,0,1,0
49,suburban,car,30510,13255,1,1,1,0,0,0
19,urban,suv,30818,11942,0,0,1,0,0,0
41,suburban,suv,29867,17548,0,0,1,0,0,0
42,suburban,minivan,30028,18740,0,1,0,0,1,0
25,rural,truck,125000,17022,0,0,0,0,0,0
36,suburban,truck,33693,11486,0,0,0,0,1,0
45,suburban,suv,19015,14785,0,0,1,1,1,0
34,rural,suv,20226,13765,0,0,0,0,1,0
17,suburban,car,26815,12422,0,1,0,0,1,0
38,urban,suv,34768,13611,0,1,0,0,1,0
17,suburban,suv,24972,22996,0,0,0,0,1,0
28,rural,truck,28438,17945,0,0,0,0,0,0
22,urban,truck,47561,10226,0,0,1,0,1,0
22,urban,truck,37555,13691,0,0,0,0,0,0
31,suburban,car,31580,12282,0,0,0,0,1,0
31,rural,truck,47818,15328,1,0,0,0,1,32816.71
16,suburban,truck,54303,13939,0,0,0,0,1,0
47,suburban,suv,65312,16371,0,0,1,0,1,0
55,urban,suv,27275,12648,0,0,0,0,0,0
71,urban,car,36643,12527,0,1,0,0,0,7008.54
46,suburban,suv,44113,15837,0,0,1,0,1,31066.18
53,rural,truck,31513,17970,1,1,0,0,0,0
70,rural,car,21898,21530,0,0,0,0,1,0
36,urban,truck,52914,10346,0,0,0,0,1,0
33,urban,truck,47324,15641,0,0,1,0,1,0
58,suburban,car,30956,14841,0,1,0,0,0,0
17,urban,suv,22085,12835,0,1,0,0,1,0
23,urban,car,25242,12812,0,1,1,0,1,21571.36
17,urban,car,37990,12072,0,0,0,0,1,0
26,suburban,truck,82293,14074,0,0,0,1,0,0
49,urban,suv,28551,10555,0,0,0,0,1,0
72,suburban,truck,86726,13055,0,0,0,0,1,0
17,urban,suv,21530,12330,0,0,0,0,1,0
48,rural,truck,41078,25011,0,1,0,0,1,0
17,urban,suv,38189,11719,0,0,1,1,0,0
23,urban,suv,46311,15190,0,0,0,0,1,0
47,rural,truck,125000,12620,0,0,0,0,0,0
49,rural,truck,29571,17633,0,0,1,0,1,0
32,urban,car,58067,17788,1,0,1,1,0,0
37,rural,truck,49837,11749,0,0,0,0,1,0
35,urban,car,34899,11815,0,0,0,0,1,0
59,urban,car,25779,13052,0,0,0,0,1,0
48,suburban,suv,28731,15209,0,0,0,0,1,0
28,rural,suv,28044,21297,1,0,0,0,1,0
17,suburban,truck,86999,18708,0,1,1,0,1,33635.2
47,suburban,suv,28083,18074,0,0,0,0,1,16142.6
53,suburban,car,24919,12853,0,0,1,0,1,0
82,urban,suv,27325,12793,0,0,1,0,1,0
47,suburban,car,18853,13259,1,0,0,0,1,0
39,rural,suv,20627,18271,1,0,0,0,0,0
41,suburban,suv,29785,12086,0,0,1,0,1,0
53,suburban,car,38857,10690,0,0,1,0,1,0
33,suburban,suv,41172,20722,1,0,1,1,1,0
52,rural,car,25123,11015,0,0,1,0,1,0
35,suburban,suv,50913,16302,0,0,1,0,0,0
42,urban,minivan,39997,14307,0,1,0,0,1,0
51,suburban,truck,31487,17257,1,0,0,0,1,0
47,rural,truck,114511,12578,0,0,1,0,1,0
37,suburban,suv,27480,16086,0,0,0,0,1,0
69,suburban,minivan,29265,11342,0,0,0,0,0,0
26,urban,suv,28523,12018,0,0,1,0,1,0
49,suburban,suv,52341,18833,1,0,0,0,0,0
51,suburban,car,27696,17599,0,1,0,1,0,21182.31
24,rural,truck,39973,15911,0,0,1,0,1,0
41,rural,suv,29502,18834,1,0,0,0,1,0
42,suburban,car,31904,17234,0,0,1,0,1,0
16,urban,car,12828,13253,0,0,1,0,0,21009.78
18,urban,suv,34168,14536,0,0,0,0,0,28536.15
18,suburban,truck,40864,11579,0,0,0,0,1,0
40,suburban,suv,33304,15510,0,0,0,0,1,0
47,suburban,truck,21064,16113,0,1,0,0,1,0
31,urban,car,31721,12295,0,0,0,0,0,0
44,urban,car,53188,10595,1,0,0,0,1,0
48,urban,car,26346,13368,1,0,0,0,1,0
50,suburban,suv,41456,17591,0,0,1,0,0,0
62,urban,suv,28508,25733,0,0,1,0,0,0
32,suburban,suv,29811,20623,1,0,0,0,0,0
19,urban,suv,29150,9545,0,1,0,0,1,0
20,urban,suv,47436,11089,0,0,0,0,0,0
23,urban,truck,54642,10260,0,1,0,0,0,0
34,suburban,suv,70241,12440,1,0,0,0,1,0
37,suburban,car,43782,14541,0,0,1,0,1,0
66,suburban,car,38947,7543,0,0,0,0,0,0
64,suburban,truck,19876,12641,1,0,0,1,1,0
73,suburban,suv,28788,11474,0,0,0,0,1,0
53,suburban,truck,27186,18457,0,0,0,0,0,0
37,suburban,suv,69272,12538,1,1,0,0,1,0
42,rural,truck,36018,11491,0,0,0,0,1,0
35,suburban,suv,31433,8166,1,0,1,0,0,0
49,suburban,suv,60940,16326,0,0,0,0,1,0
38,suburban,car,30601,14296,0,0,1,0,1,0
20,urban,suv,64854,15979,0,0,1,0,1,0
26,suburban,suv,30884,16180,0,0,0,0,0,0
54,rural,suv,36657,12836,0,0,0,0,0,0
35,suburban,suv,43181,15208,0,0,0,0,0,0
82,suburban,suv,29787,12068,0,0,0,0,1,0
48,rural,suv,26476,13433,0,0,0,0,0,0
55,suburban,car,43157,8866,0,0,0,1,1,0
35,urban,car,27909,8008,0,1,1,0,1,0
32,rural,minivan,27158,15535,0,0,1,0,1,0
20,urban,suv,26825,14260,0,0,0,0,0,18759.66
33,suburban,suv,27320,13014,1,0,0,0,1,0
51,urban,car,34526,21111,0,1,1,0,1,21255.73
70,urban,car,32137,9968,0,0,0,0,1,0
22,suburban,suv,46798,15211,0,0,0,0,0,0
29,suburban,suv,45446,15981,0,0,1,0,1,33638.88
28,urban,suv,48691,9377,0,0,0,0,1,0
16,urban,car,27535,12178,0,0,1,0,0,0
55,suburban,suv,53312,12893,0,1,0,0,1,0
55,urban,car,74331,20547,1,1,1,0,1,0
41,rural,suv,35249,21958,0,0,0,0,1,0
16,suburban,truck,23588,14732,0,0,0,0,1,0
18,urban,suv,41956,12850,0,0,1,0,1,0
42,urban,suv,23448,9330,0,0,0,0,0,0
40,urban,car,40778,11191,0,0,0,0,1,0
21,urban,suv,30263,14004,0,1,0,0,1,0
18,suburban,truck,92508,15068,0,0,1,0,0,0
58,rural,car,19622,18420,0,1,0,0,0,0
44,urban,suv,31876,10627,1,0,1,0,1,0
34,urban,truck,73781,9164,0,1,0,0,1,0
17,urban,suv,27853,17169,0,0,0,0,0,0
34,suburban,suv,33672,14644,1,0,0,0,0,0
48,suburban,car,23947,17771,1,0,0,0,1,0
49,rural,suv,112258,15280,0,0,1,0,1,0
43,suburban,suv,27732,12704,1,0,0,0,1,0
41,suburban,minivan,54720,24446,0,0,1,0,0,0
74,suburban,truck,29803,16256,0,0,0,0,1,0
65,rural,truck,21821,14270,0,0,0,0,1,7963.81
40,urban,car,39584,6678,0,0,0,0,1,0
63,suburban,car,46317,11808,0,0,0,0,0,0
16,urban,truck,30457,12419,0,1,0,0,0,0
41,suburban,suv,27323,8638,1,0,0,0,1,0
41,urban,suv,35081,5112,0,0,1,0,1,0
64,urban,suv,28670,11392,0,0,0,0,1,0
17,rural,truck,26698,12682,0,0,0,0,0,0
46,urban,suv,29248,11651,0,0,1,0,1,0
48,urban,suv,33520,8257,1,1,0,0,1,0
54,rural,car,35833,21317,1,1,0,0,1,0
51,suburban,suv,46324,15045,0,0,1,0,1,0
28,urban,minivan,68040,15065,0,0,0,0,1,0
33,suburban,car,26815,15928,1,0,0,0,1,0
26,suburban,suv,66407,11132,0,0,0,0,1,0
30,suburban,car,46777,13282,1,0,0,0,1,0
29,urban,suv,73390,12911,1,1,1,0,1,0
70,urban,suv,29296,16933,1,0,0,0,0,12575.6
18,suburban,suv,20020,14048,0,0,1,0,1,0
50,suburban,suv,31216,19606,1,0,0,0,1,0
27,urban,car,26678,14059,1,0,0,0,1,0
19,urban,suv,63705,14141,0,0,0,0,0,0
28,urban,truck,70603,11926,1,0,1,0,1,0
43,rural,car,38869,18933,0,0,0,0,1,10484.88
36,rural,suv,53945,18829,0,0,1,0,1,0
20,urban,suv,30671,13466,0,1,1,0,1,0
72,suburban,car,37563,15815,0,0,0,0,1,0
57,suburban,suv,33252,19669,0,0,0,0,1,0
38,suburban,truck,30333,14572,0,0,0,0,1,0
44,suburban,suv,39644,19751,0,0,1,0,1,12157.5
20,urban,truck,37838,10409,0,0,0,0,1,0
44,suburban,car,30911,12550,1,1,0,0,1,0
30,rural,suv,31291,19410,0,0,0,0,0,0
36,rural,suv,30027,18287,1,1,0,0,0,0
44,suburban,truck,28995,16351,0,0,0,0,1,0
36,suburban,suv,36596,10525,1,0,0,0,1,0
22,rural,suv,32661,9324,0,0,0,1,1,0
70,rural,car,31987,31317,1,0,0,0,0,0
73,rural,suv,28943,9311,0,0,0,0,1,0
37,urban,suv,39087,15137,1,0,0,0,0,0
23,suburban,suv,35726,13031,0,0,1,1,0,9202.58
80,urban,suv,27438,12005,1,0,1,0,1,0
48,urban,car,49842,13399,1,0,0,0,0,0
45,urban,car,41091,13535,1,0,0,0,1,0
21,suburban,suv,24548,19142,0,0,0,0,1,0
41,suburban,suv,34296,14189,0,1,1,0,0,0
73,suburban,truck,34266,10600,0,0,0,0,1,0
36,suburban,car,86856,12329,0,0,1,0,1,0
43,suburban,suv,47137,18183,0,0,0,0,0,0
39,suburban,suv,30927,21030,1,0,1,0,1,0
56,suburban,suv,26058,11869,0,0,1,0,1,0
37,suburban,minivan,31893,13067,0,0,1,0,0,0
41,suburban,suv,28786,13896,1,0,0,0,1,0
29,suburban,car,35793,9543,1,1,1,0,1,0
59,urban,car,31893,9978,0,0,0,0,1,0
56,rural,suv,30665,12057,0,0,0,0,1,0
25,suburban,suv,56650,16049,0,1,0,0,1,0
41,suburban,suv,31299,13307,0,1,0,0,1,0
22,urban,car,34665,14780,0,0,0,1,0,0
29,rural,suv,33037,20075,0,0,1,0,0,0
36,suburban,suv,40360,16455,1,0,1,0,1,0
16,urban,car,26686,8546,0,0,1,0,1,0
32,urban,truck,43640,14226,0,0,1,1,1,0
20,suburban,car,38449,12872,0,0,1,0,1,0
47,urban,suv,64069,9783,0,0,0,0,0,0
36,urban,suv,30974,10288,1,0,1,0,1,0
41,rural,truck,33344,14968,0,0,0,0,1,0
40,urban,suv,33385,10768,0,0,0,0,0,0
51,suburban,suv,43027,13991,1,0,1,0,1,0
68,rural,suv,37820,20635,0,0,0,0,1,0
26,suburban,truck,68142,18134,0,1,0,0,1,0
19,urban,car,41492,12252,0,0,0,0,1,0
17,suburban,suv,53356,20260,0,0,0,0,1,0
21,rural,truck,31140,17906,0,0,1,0,0,0
34,suburban,suv,74157,13225,0,0,0,0,1,0
56,urban,truck,36581,13373,0,1,0,0,1,0
53,suburban,suv,34162,15409,0,0,0,0,1,0
54,suburban,suv,34107,13432,1,1,0,0,1,0
63,suburban,car,26924,14210,1,1,1,0,0,0
16,suburban,truck,22660,19096,0,0,0,0,1,0
56,suburban,suv,76081,16816,1,0,0,0,0,0
49,suburban,suv,37350,9718,0,0,0,0,1,0
81,urban,suv,26140,11737,0,0,0,0,1,0
70,rural,car,41805,12783,0,0,0,0,1,0
26,rural,suv,32367,11668,0,0,1,0,1,0
21,suburban,truck,42523,29296,0,0,0,0,0,0
17,suburban,suv,15625,13872,0,0,0,0,1,0
18,urban,suv,30690,10548,0,0,1,0,1,0
37,urban,minivan,37058,13159,1,0,0,0,0,0
44,suburban,suv,35301,16809,0,0,0,0,1,0
57,suburban,suv,26619,12681,0,0,0,0,0,2382.54
29,suburban,truck,32544,16919,0,0,0,0,0,0
74,rural,car,33785,15149,0,0,0,0,0,0
48,suburban,suv,26770,14098,0,0,1,0,0,0
34,urban,car,30294,16507,1,0,0,0,1,0
46,suburban,suv,35638,33656,0,0,0,0,1,0
39,rural,car,42578,19043,0,0,0,0,0,0
59,urban,suv,52827,14398,1,0,0,0,0,0
53,suburban,car,25743,18120,0,1,0,0,1,0
35,suburban,suv,27551,8710,0,1,0,1,1,0
60,suburban,car,47503,12988,0,0,0,0,0,23655.12
43,suburban,suv,40907,18386,0,0,0,0,0,0
73,urban,car,29502,8698,0,0,0,0,1,0
43,rural,truck,76175,20755,0,0,1,0,1,0
44,suburban,truck,29337,12592,0,0,1,0,0,0
55,suburban,truck,46479,13863,0,0,1,0,1,0
71,suburban,suv,45223,9526,0,0,0,0,1,0
54,urban,suv,30318,11626,1,0,1,0,0,0
34,urban,minivan,57432,14058,0,0,0,0,1,0
47,urban,car,37765,7166,0,0,1,0,1,0
33,rural,truck,43598,13449,0,0,0,0,1,0
56,suburban,suv,24079,8868,1,1,0,0,1,0
54,suburban,suv,79025,12525,0,1,0,0,1,0
60,suburban,car,34525,14265,1,0,0,0,1,0
53,suburban,suv,34280,13012,0,0,0,0,1,0
21,urban,suv,19324,11415,0,1,1,0,1,0
57,urban,suv,39457,12194,0,0,0,0,1,0
30,urban,suv,31919,10502,1,0,1,0,1,0
54,suburban,truck,39495,18952,0,0,0,0,1,0
74,rural,car,25921,16792,0,0,0,0,0,0
42,rural,car,125000,17663,1,0,0,0,0,0
56,suburban,car,32191,14636,0,0,0,0,1,0
35,urban,minivan,34339,12594,0,0,0,0,1,0
46,suburban,truck,21993,14268,0,1,1,0,1,0
59,rural,car,14279,16751,1,0,0,0,1,0
71,suburban,car,63019,9137,0,0,0,0,0,0
41,suburban,car,15341,15748,1,1,0,0,0,0
46,rural,suv,29779,18460,1,0,0,0,1,9762.99
26,suburban,truck,21558,15248,0,0,0,0,1,15729.21
22,urban,car,72637,14434,0,0,1,0,1,0
35,urban,car,86133,11975,1,0,1,0,1,0
18,urban,car,26994,15587,0,1,1,0,0,0
31,urban,car,31187,13621,0,0,0,0,1,0
44,urban,suv,31041,11295,0,0,0,0,0,0
40,suburban,car,29033,15809,0,0,0,0,0,0
50,suburban,truck,29992,13456,0,0,1,0,0,0
31,suburban,suv,23434,17990,1,0,0,0,0,0
42,rural,suv,31199,17711,0,0,1,0,0,0
54,urban,truck,32763,9486,0,1,0,0,1,0
53,suburban,car,25174,16542,1,0,1,0,0,0
60,suburban,suv,36657,16822,1,0,0,0,0,5381.54
34,rural,suv,27193,16697,0,0,0,0,0,0
17,urban,truck,29469,10788,0,0,1,0,1,0
22,urban,suv,32371,17814,0,0,1,0,1,0
46,suburban,suv,56132,12013,0,0,0,0,1,0
21,urban,suv,26326,14670,0,0,1,0,0,0
42,suburban,suv,34359,10424,1,0,1,0,0,0
62,urban,car,26688,13062,0,0,0,0,1,0
30,rural,truck,35220,18448,0,1,1,0,1,0
39,suburban,suv,41168,18998,1,0,0,0,0,0
67,rural,car,31377,16294,0,0,0,0,1,0
61,urban,suv,30564,15301,0,0,0,0,1,0
32,urban,suv,78826,14047,0,0,1,0,1,0
18,urban,suv,38091,15502,0,0,1,0,1,15043.85
45,suburban,suv,36544,13745,0,0,0,0,1,0
31,rural,truck,36190,21095,0,0,0,0,1,0
17,suburban,suv,37788,18534,0,1,0,0,1,0
32,urban,suv,29222,7763,1,0,0,0,0,0
33,rural,truck,38482,12697,0,0,1,0,1,0
53,urban,suv,123769,9312,1,1,1,0,0,0
30,suburban,suv,34578,11847,0,0,0,0,1,0
44,suburban,truck,30604,13136,0,0,1,0,0,0
26,suburban,car,21719,15834,0,0,1,0,1,0
40,rural,suv,36798,17219,1,1,0,0,1,0
55,suburban,car,26216,23942,0,0,0,0,1,20991.6
71,suburban,car,67045,10752,0,0,0,0,1,0
24,urban,car,33915,13764,1,0,0,0,1,0
17,rural,suv,26824,14626,0,0,0,0,0,0
21,urban,suv,28230,13159,0,0,1,0,1,0
73,rural,suv,29117,12035,0,0,1,0,1,0
68,rural,suv,41608,10012,0,1,0,0,1,0
38,rural,suv,21166,19429,0,0,0,0,1,0
59,suburban,suv,32171,12827,0,0,0,0,1,0
17,suburban,car,42788,23304,0,0,0,0,0,0
37,suburban,car,42567,12599,1,1,1,0,1,0
43,urban,minivan,31664,14095,0,0,1,0,1,0
37,suburban,suv,39815,14008,0,0,1,0,1,0
52,urban,car,30464,12413,1,0,0,0,0,0
70,suburban,car,31125,13054,0,0,0,0,1,0
47,suburban,car,32044,15969,0,0,0,0,0,0
71,rural,suv,59693,15772,0,0,0,0,1,0
48,rural,car,27371,26558,0,0,0,0,1,0
32,urban,car,30042,9507,0,0,0,0,0,0
56,suburban,car,31041,13625,1,0,0,0,1,0
43,rural,truck,31584,18761,0,0,0,0,0,0
74,rural,car,43484,22482,0,0,1,0,0,0
19,urban,suv,53260,10096,0,0,1,0,1,0
51,urban,car,24921,12453,0,0,0,0,1,0
28,rural,car,27330,16674,1,0,1,0,1,0
45,urban,car,52893,12605,0,0,0,0,1,0
34,suburban,minivan,34200,17002,1,0,0,0,1,0
38,suburban,truck,29440,11612,0,0,0,0,0,0
25,urban,suv,44051,10020,0,0,0,1,1,0
44,urban,suv,13151,12820,0,0,1,0,0,665.01
29,urban,truck,79597,11926,1,1,1,0,1,0
24,urban,suv,51522,12267,0,0,1,0,1,0
49,suburban,suv,70520,19030,0,0,1,0,0,0
18,urban,suv,37159,12890,0,1,1,0,0,15787.83
62,urban,suv,19396,12859,1,0,0,0,1,0
38,rural,suv,29498,12658,0,0,1,0,1,0
55,suburban,car,30085,15410,1,0,0,0,1,0
34,urban,car,67633,14368,1,0,0,0,0,0
27,urban,truck,42774,10401,0,0,0,0,1,0
35,suburban,suv,45861,14920,0,0,0,1,0,0
18,urban,suv,41137,12830,0,0,0,0,0,0
41,suburban,car,25944,11532,0,1,0,0,1,0
44,suburban,car,37383,15909,1,1,1,0,1,20785.85
40,urban,car,21733,13820,0,0,0,0,1,0
39,rural,suv,54173,20889,0,0,0,0,0,0
31,urban,suv,36449,14904,0,0,0,0,1,0
38,urban,suv,29747,6395,0,0,1,0,1,0
51,suburban,car,24732,16139,1,0,1,0,1,0
26,suburban,suv,40620,14826,0,0,1,1,0,0
31,suburban,suv,28740,11241,0,0,0,0,1,0
53,suburban,suv,57338,18144,0,0,0,0,1,0
62,suburban,truck,57180,17666,1,1,1,0,1,0
21,urban,suv,48315,12107,0,1,1,0,0,0
38,suburban,suv,68046,12765,1,0,1,0,1,0
63,urban,suv,31279,16220,0,0,0,0,1,0
19,urban,car,125000,12520,0,0,1,0,0,55585.07
29,urban,suv,58943,8380,1,1,0,0,1,0
45,suburban,suv,27316,11386,0,0,1,0,1,0
31,urban,car,32950,14140,1,0,1,0,1,0
35,suburban,suv,35096,10830,0,0,1,0,1,0
35,urban,truck,32098,10213,0,0,0,0,1,0
56,rural,car,24811,11719,0,0,0,0,1,0
51,rural,suv,30790,20842,0,0,0,0,1,0
68,suburban,car,26755,13491,0,0,0,0,0,0
60,rural,car,36922,17144,0,0,0,0,0,0
46,rural,suv,30392,18689,1,0,0,0,1,0
66,suburban,truck,37571,16060,1,0,0,0,1,0
54,rural,car,29192,17243,0,0,0,1,1,0
35,suburban,suv,45709,11311,0,0,0,1,1,0
50,suburban,car,81555,13699,1,0,1,0,1,0
39,suburban,suv,28183,16391,0,1,0,0,0,0
58,rural,suv,22935,13439,0,0,0,0,1,0
37,suburban,suv,31566,21315,0,1,0,0,0,0
53,suburban,suv,17671,14650,0,0,0,0,1,0
33,urban,minivan,35484,12214,1,0,0,0,1,0
35,suburban,car,16953,15032,0,1,0,0,1,0
21,suburban,minivan,24397,17189,0,0,0,0,1,15005.78
47,urban,suv,125000,11067,1,0,0,0,1,0
40,suburban,suv,27342,14350,1,0,0,0,1,0
33,urban,car,53600,13626,1,1,0,1,1,0
45,urban,suv,29327,9206,0,0,1,0,1,0
18,urban,car,25548,11584,0,1,1,0,1,0
52,urban,car,24836,11263,0,0,1,0,0,0
64,rural,truck,36045,19582,0,1,0,0,1,0
34,urban,suv,40549,10989,0,0,1,0,1,0
43,suburban,suv,45540,11789,1,1,1,0,1,0
20,suburban,suv,38099,16283,0,0,0,1,0,0
23,suburban,car,34798,11317,0,0,1,0,1,0
